Year,State,Commodity,Mode,Shipwt Metric Ton,Shipwt Pound,TradeValue,TradeType,CommodityGroup
2018,Texas-Mexico Trade,Headgear,Air,0.681,1501.349,74499,Export,64 - 67  Footwear / Headgear
2013,Texas-Mexico Trade,Man-made Staple Fibers,Rail,50.136,110531.0496,269504,Import,50 - 63  Textiles
2023,Texas-Mexico Trade,Copper and Articles,Air,3.053,6730.718,68210,Import,72 - 83  Metals
2020,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Air,0.838,1847.4751,64905,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Foreign Trade Zones,0.141,310.8518,136590,Import,68 - 71  Stone / Glass
2017,Texas-Mexico Trade,Plastics and Articles,Other,0.202,445.3338,9849,Import,39 - 40  Plastics / Rubbers
2021,Texas-Mexico Trade,Wood and Articles,Rail,0,0,103867439,Export,44 - 49  Wood & Wood Products
2016,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,24619578.97,54276925016,10462482262,Export,25 - 27  Mineral Products
2017,Texas-Mexico Trade,Fertilizers,Other,0,0,2039881,Export,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Glass,Air,5.826,12844.1406,304256,Export,68 - 71  Stone / Glass
2018,Texas-Mexico Trade,Nickel and Articles,Vessel,11.934,26309.9878,108576,Import,72 - 83  Metals
2019,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,0,0,1815377409,Export,86 - 89  Transportation
2020,Texas-Mexico Trade,Tools of Base Metal,Air,69.55,153331.6249,17273426,Export,72 - 83  Metals
2024,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Foreign Trade Zones,4.671,10297.8005,150609,Import,72 - 83  Metals
2020,Texas-Mexico Trade,Tanning or Dyeing Extracts,Truck,121211.41,267225634.5,241490885,Import,28 - 38  Chemicals & Allied Industries
2021,Texas-Mexico Trade,Silk,Truck,40.902,90173.5472,2465680,Import,50 - 63  Textiles
2018,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Rail,0,0,782808,Export,50 - 63  Textiles
2019,Texas-Mexico Trade,Copper and Articles,Truck,0,0,2159019609,Export,72 - 83  Metals
2021,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,0,0,14577843,Export,28 - 38  Chemicals & Allied Industries
2015,Texas-Mexico Trade,Lead and Articles,Truck,0,0,11904553,Export,72 - 83  Metals
2017,Texas-Mexico Trade,Plastics and Articles,Vessel,20767.895,45785408.47,24507351,Export,39 - 40  Plastics / Rubbers
2021,Texas-Mexico Trade,Paper and Paperboard,Foreign Trade Zones,0.1,220.4624,12459,Import,44 - 49  Wood & Wood Products
2015,Texas-Mexico Trade,Ships and Boats,Air,0.402,886.2588,39225,Import,86 - 89  Transportation
2016,Texas-Mexico Trade,Locomotives and Traffic Signals,Rail,6738.129,14855043.74,1540377,Import,86 - 89  Transportation
2023,Texas-Mexico Trade,Footwear,Other,0,0,16000,Export,64 - 67  Footwear / Headgear
2013,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Other,0,0,32150,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Special Classification Provisions,Air,270.282,595870.2921,98927775,Import,98 - 99  Service
2015,Texas-Mexico Trade,Raw Hides and Skins,Foreign Trade Zones,228.382,503496.5341,8299916,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2018,Texas-Mexico Trade,Cereals,Truck,4380.401,9657139.012,2789856,Import,06 - 15  Vegetable Products
2024,Texas-Mexico Trade,Dairy Products,Rail,0,0,18473972,Export,01 - 05  Animal & Animal Products
2014,Texas-Mexico Trade,Iron and Steel,Rail,1146770.363,2528197947,768850234,Import,72 - 83  Metals
2023,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Foreign Trade Zones,26924.602,59358635.07,759915053,Import,84 - 85  Machinery / Electrical
2023,Texas-Mexico Trade,Man-made Filaments,Truck,0,0,463231671,Export,50 - 63  Textiles
2015,Texas-Mexico Trade,Vehicles Other than Railway,Truck,0,0,11780747256,Export,86 - 89  Transportation
2024,Texas-Mexico Trade,Feathers and Down,Other,0,0,36544,Export,64 - 67  Footwear / Headgear
2014,Texas-Mexico Trade,Live Animals,Air,14.853,32745.286,755846,Export,01 - 05  Animal & Animal Products
2018,Texas-Mexico Trade,Nickel and Articles,Other,0,0,56548,Export,72 - 83  Metals
2024,Texas-Mexico Trade,Toys; Games and Sport Equipment,Rail,0,0,2206567,Export,90 - 97  Miscellaneous
2017,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Foreign Trade Zones,83.711,184551.3147,291058,Import,16 - 24  Foodstuffs
2019,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,0,0,119296102,Export,25 - 27  Mineral Products
2022,Texas-Mexico Trade,Tools of Base Metal,Rail,6541.507,14421566.08,18321261,Import,72 - 83  Metals
2013,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Air,0.737,1624.808,48537,Export,06 - 15  Vegetable Products
2021,Texas-Mexico Trade,Miscellaneous Edible Preparations,Truck,258952.88,570893842.9,595078690,Import,16 - 24  Foodstuffs
2021,Texas-Mexico Trade,Copper and Articles,Rail,0,0,465615,Export,72 - 83  Metals
2019,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Truck,0,0,3018768327,Export,25 - 27  Mineral Products
2019,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Rail,0,0,7986493,Export,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Inorganic Chemicals,Air,0.388,855.3937,265359,Import,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Live Trees and Plants,Truck,15506.262,34185483.87,30436102,Import,06 - 15  Vegetable Products
2024,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,0,0,540313464,Export,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Preparations of Fish and Meat,Truck,11518.041,25392954.46,45926367,Import,16 - 24  Foodstuffs
2022,Texas-Mexico Trade,Computer-Related Machinery and Parts,Air,2527.658,5572536.543,492316212,Export,84 - 85  Machinery / Electrical
2017,Texas-Mexico Trade,Edible Fruit and Nuts,Rail,0,0,1247974,Export,06 - 15  Vegetable Products
2020,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Truck,49936.557,110091353,250428771,Import,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Ceramic Products,Vessel,5038.041,11106988.22,3443337,Export,68 - 71  Stone / Glass
2013,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,11.479,25306.8828,696287,Export,68 - 71  Stone / Glass
2017,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,23.133,50999.5758,246133,Export,28 - 38  Chemicals & Allied Industries
2013,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,11859.64,26146051.96,59961108,Import,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Rail,0,0,3362402,Export,68 - 71  Stone / Glass
2020,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Truck,32266.426,71135350.71,37748163,Import,06 - 15  Vegetable Products
2018,Texas-Mexico Trade,Computer-Related Machinery and Parts,Foreign Trade Zones,32589.11,71846747.74,3704007802,Import,84 - 85  Machinery / Electrical
2024,Texas-Mexico Trade,Organic Chemicals,Rail,0,0,699721009,Export,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Photographic Goods,Truck,0,0,106167218,Export,28 - 38  Chemicals & Allied Industries
2016,Texas-Mexico Trade,Miscellaneous Edible Preparations,Rail,7021.365,15479472.74,11156328,Import,16 - 24  Foodstuffs
2020,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Air,0.243,535.7236,15718,Import,50 - 63  Textiles
2022,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Other,0,0,735090,Export,72 - 83  Metals
2016,Texas-Mexico Trade,Other Made up Textile Articles,Vessel,2.531,5579.9041,31367,Import,50 - 63  Textiles
2017,Texas-Mexico Trade,Locomotives and Traffic Signals,Air,1.522,3355.4382,58335,Export,86 - 89  Transportation
2013,Texas-Mexico Trade,Dairy Products,Truck,43299.927,95460076.45,79809936,Import,01 - 05  Animal & Animal Products
2016,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,1.798,3963.9147,67879,Import,90 - 97  Miscellaneous
2023,Texas-Mexico Trade,Tanning or Dyeing Extracts,Air,3.705,8168.1318,366545,Export,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Vessel,5.407,11920.4037,6890898,Export,86 - 89  Transportation
2015,Texas-Mexico Trade,Special Woven Fabrics,Truck,1694.027,3734693.288,28547271,Import,50 - 63  Textiles
2023,Texas-Mexico Trade,Products of Animal Origin,Truck,12255.686,27019184.64,70580882,Import,01 - 05  Animal & Animal Products
2022,Texas-Mexico Trade,Works of Art and Antiques,Air,1.447,3190.0911,97635,Export,90 - 97  Miscellaneous
2022,Texas-Mexico Trade,Animal or Vegetable Fats and Oils,Rail,19813.652,43681661.05,40727565,Import,06 - 15  Vegetable Products
2022,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,30.942,68215.4885,90635,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Man-made Filaments,Truck,0,0,452008771,Export,50 - 63  Textiles
2015,Texas-Mexico Trade,Cereals,Vessel,914589.765,2016326930,229665048,Export,06 - 15  Vegetable Products
2013,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Pipeline,0,0,3255425969,Export,25 - 27  Mineral Products
2023,Texas-Mexico Trade,Articles of Iron and Steel,Vessel,3687.183,8128853.682,19557876,Export,72 - 83  Metals
2014,Texas-Mexico Trade,Special Classification Provisions,Air,4.006,8831.7254,240450,Export,98 - 99  Service
2017,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Foreign Trade Zones,45.655,100652.1275,122819,Import,16 - 24  Foodstuffs
2015,Texas-Mexico Trade,Musical Instruments and Parts,Air,0.993,2189.1918,38878,Export,90 - 97  Miscellaneous
2021,Texas-Mexico Trade,Tin and Articles,Truck,0,0,81361146,Export,72 - 83  Metals
2024,Texas-Mexico Trade,Inorganic Chemicals,Rail,271244.485,597992215.5,262264893,Import,28 - 38  Chemicals & Allied Industries
2014,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Vessel,6.017,13265.2251,71784,Export,50 - 63  Textiles
2016,Texas-Mexico Trade,Dairy Products,Truck,0,0,999531819,Export,01 - 05  Animal & Animal Products
2022,Texas-Mexico Trade,Lac; Gums; Resins and Saps,Rail,5.675,12511.2435,8400,Import,06 - 15  Vegetable Products
2019,Texas-Mexico Trade,Ceramic Products,Air,82.523,181932.2195,20858131,Export,68 - 71  Stone / Glass
2020,Texas-Mexico Trade,Rubber and Articles,Rail,114826.473,253149246.5,404988535,Import,39 - 40  Plastics / Rubbers
2020,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Other,0,0,9023115,Export,86 - 89  Transportation
2018,Texas-Mexico Trade,Articles of Iron and Steel,Rail,275940.726,608345663.1,579517617,Import,72 - 83  Metals
2024,Texas-Mexico Trade,Headgear,Air,1.633,3600.1515,65313,Import,64 - 67  Footwear / Headgear
2021,Texas-Mexico Trade,Other Base Metals and Cermets,Truck,6710.593,14794337.2,37704981,Import,72 - 83  Metals
2021,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Rail,0,0,6472836,Export,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Dairy Products,Truck,0,0,1784397667,Export,01 - 05  Animal & Animal Products
2021,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Truck,0,0,25245556956,Export,84 - 85  Machinery / Electrical
2014,Texas-Mexico Trade,Miscellaneous Edible Preparations,Air,10.467,23075.8033,172270,Export,16 - 24  Foodstuffs
2013,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Other,0,0,14535389,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Rubber and Articles,Vessel,58.842,129724.5094,3856157,Export,39 - 40  Plastics / Rubbers
2019,Texas-Mexico Trade,Feathers and Down,Truck,36.704,80918.5335,441681,Import,64 - 67  Footwear / Headgear
2018,Texas-Mexico Trade,Tin and Articles,Rail,0,0,241735,Export,72 - 83  Metals
2016,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Vessel,1313.762,2896351.787,2117868,Export,28 - 38  Chemicals & Allied Industries
2023,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,2718758.813,5993842072,92765382,Import,25 - 27  Mineral Products
2023,Texas-Mexico Trade,Lac; Gums; Resins and Saps,Rail,0,0,16780903,Export,06 - 15  Vegetable Products
2014,Texas-Mexico Trade,Works of Art and Antiques,Rail,0,0,32490,Export,90 - 97  Miscellaneous
2014,Texas-Mexico Trade,Sugars and Sugar Confectionery,Rail,226517.659,499386362.6,117222498,Import,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Coffee; Tea and Spices,Truck,40678.568,89680964.39,135148408,Import,06 - 15  Vegetable Products
2024,Texas-Mexico Trade,Glass,Vessel,434.148,957133.2825,205575,Import,68 - 71  Stone / Glass
2024,Texas-Mexico Trade,Edible Fruit and Nuts,Rail,0,0,1058910,Export,06 - 15  Vegetable Products
2013,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Truck,64333.241,141830634.1,386681836,Import,90 - 97  Miscellaneous
2018,Texas-Mexico Trade,Locomotives and Traffic Signals,Air,0.224,493.8358,2500,Import,86 - 89  Transportation
2014,Texas-Mexico Trade,Fertilizers,Truck,0,0,26433221,Export,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Truck,3338477.516,7360089058,61443973215,Import,84 - 85  Machinery / Electrical
2017,Texas-Mexico Trade,Cotton,Vessel,0.155,341.7167,1542,Import,50 - 63  Textiles
2020,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,18.19,40102.1172,1220432,Export,68 - 71  Stone / Glass
2016,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Other,0,0,96575,Export,50 - 63  Textiles
2013,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Vessel,194.212,428164.5173,1635123,Export,90 - 97  Miscellaneous
2022,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Vessel,741.56,1634861.285,348520,Import,68 - 71  Stone / Glass
2016,Texas-Mexico Trade,Vehicles Other than Railway,Air,1327.612,2926885.829,17386941,Export,86 - 89  Transportation
2015,Texas-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Other,0.056,123.4588,277333,Import,68 - 71  Stone / Glass
2024,Texas-Mexico Trade,Miscellaneous Edible Preparations,Truck,363027.646,800339613.6,1219958271,Import,16 - 24  Foodstuffs
2020,Texas-Mexico Trade,Pharmaceutical Products,Air,19.223,42379.4933,6701830,Export,28 - 38  Chemicals & Allied Industries
2014,Texas-Mexico Trade,Man-made Staple Fibers,Air,0.338,745.163,3136,Export,50 - 63  Textiles
2015,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Air,0.125,275.578,2976,Import,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Dairy Products,Rail,0,0,9675620,Export,01 - 05  Animal & Animal Products
2014,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Air,41.583,91674.8954,1284625,Import,72 - 83  Metals
2019,Texas-Mexico Trade,Works of Art and Antiques,Truck,0,0,1784444,Export,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Wool and Animal Hair,Truck,0,0,13468752,Export,50 - 63  Textiles
2015,Texas-Mexico Trade,Feathers and Down,Other,0,0,97056,Export,64 - 67  Footwear / Headgear
2017,Texas-Mexico Trade,Edible Fruit and Nuts,Truck,2421565.016,5338641369,4862377454,Import,06 - 15  Vegetable Products
2018,Texas-Mexico Trade,Feathers and Down,Vessel,51.245,112975.9782,130327,Export,64 - 67  Footwear / Headgear
2014,Texas-Mexico Trade,Impregnated Fabrics,Truck,0,0,1015290231,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,0,0,2072844349,Export,86 - 89  Transportation
2019,Texas-Mexico Trade,Preparations of Fish and Meat,Rail,0,0,753907,Export,16 - 24  Foodstuffs
2020,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Rail,0,0,76157,Export,90 - 97  Miscellaneous
2017,Texas-Mexico Trade,Organic Chemicals,Air,23.778,52421.5589,448928,Export,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Tools of Base Metal,Truck,0,0,606682692,Export,72 - 83  Metals
2023,Texas-Mexico Trade,Headgear,Air,1.343,2960.8101,139619,Export,64 - 67  Footwear / Headgear
2023,Texas-Mexico Trade,Special Classification Provisions,Air,14.428,31808.3207,4216912,Export,98 - 99  Service
2021,Texas-Mexico Trade,Copper and Articles,Truck,71783.567,158255804.8,532711473,Import,72 - 83  Metals
2019,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,7345.268,16193557.2,50379717,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Rail,447031.942,985537535.9,105402796,Import,25 - 27  Mineral Products
2024,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Rail,21.888,48254.8191,83624,Import,28 - 38  Chemicals & Allied Industries
2021,Texas-Mexico Trade,Miscellaneous Edible Preparations,Rail,0,0,709746,Export,16 - 24  Foodstuffs
2014,Texas-Mexico Trade,Computer-Related Machinery and Parts,Air,693.951,1529901.315,131816808,Import,84 - 85  Machinery / Electrical
2019,Texas-Mexico Trade,Edible Vegetables and Roots,Air,24.231,53420.2539,94115,Import,06 - 15  Vegetable Products
2020,Texas-Mexico Trade,Ships and Boats,Air,1.025,2259.7399,41919,Export,86 - 89  Transportation
2015,Texas-Mexico Trade,Miscellaneous Chemical Products,Other,0,0,936517,Export,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Raw Hides and Skins,Foreign Trade Zones,11.161,24605.8131,322659,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2021,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Air,10.132,22337.253,1402019,Import,72 - 83  Metals
2024,Texas-Mexico Trade,Other Base Metals and Cermets,Air,4.821,10628.4931,975456,Export,72 - 83  Metals
2019,Texas-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Air,53.589,118143.6161,58470374,Export,68 - 71  Stone / Glass
2019,Texas-Mexico Trade,Products of Animal Origin,Rail,0,0,78824,Export,01 - 05  Animal & Animal Products
2016,Texas-Mexico Trade,Stone; Plaster; Cement and Asbestos,Other,0,0,212804,Export,68 - 71  Stone / Glass
2022,Texas-Mexico Trade,Locomotives and Traffic Signals,Air,0.321,707.6844,20865,Export,86 - 89  Transportation
2016,Texas-Mexico Trade,Live Animals,Other,0,0,494432,Export,01 - 05  Animal & Animal Products
2022,Texas-Mexico Trade,Rubber and Articles,Rail,0,0,129238286,Export,39 - 40  Plastics / Rubbers
2023,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Other,0,0,26204,Export,50 - 63  Textiles
2022,Texas-Mexico Trade,Copper and Articles,Air,1.386,3055.6094,10624,Import,72 - 83  Metals
2017,Texas-Mexico Trade,Cocoa and Cocoa Preparations,Truck,0,0,254254422,Export,16 - 24  Foodstuffs
2015,Texas-Mexico Trade,Vehicles Other than Railway,Foreign Trade Zones,3938.678,8683305.701,22691103,Import,86 - 89  Transportation
2017,Texas-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Air,2.498,5507.1518,5100,Export,50 - 63  Textiles
2021,Texas-Mexico Trade,Tools of Base Metal,Air,58.984,130037.5634,13785909,Export,72 - 83  Metals
2018,Texas-Mexico Trade,Organic Chemicals,Air,1.11,2447.1327,135717,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Nickel and Articles,Vessel,0.002,4.4092,10911,Import,72 - 83  Metals
2023,Texas-Mexico Trade,Inorganic Chemicals,Vessel,467988.104,1031738002,197681193,Export,28 - 38  Chemicals & Allied Industries
2018,Texas-Mexico Trade,Measuring and Testing Instruments,Truck,0,0,4720683212,Export,90 - 97  Miscellaneous
2013,Texas-Mexico Trade,Ores; Slag and Ash,Truck,3937.429,8680552.125,7019115,Import,25 - 27  Mineral Products
2019,Texas-Mexico Trade,Soap and Organic Surface-Active Agents,Truck,0,0,549528253,Export,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Clocks; Watches and Parts,Air,28.307,62406.3025,9331814,Export,90 - 97  Miscellaneous
2016,Texas-Mexico Trade,Essential Oils and Resinoids,Vessel,150.458,331703.3807,568821,Export,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Other Made up Textile Articles,Rail,359.831,793292.2084,511829,Import,50 - 63  Textiles
2023,Texas-Mexico Trade,Glass,Other,0.054,119.0497,4079,Import,68 - 71  Stone / Glass
2016,Texas-Mexico Trade,Sugars and Sugar Confectionery,Rail,0,0,397412740,Export,16 - 24  Foodstuffs
2022,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,82.243,181314.9258,79508,Export,25 - 27  Mineral Products
2024,Texas-Mexico Trade,Mineral Fuels; Oils and Waxes,Foreign Trade Zones,17.534,38655.8845,105736,Import,25 - 27  Mineral Products
2018,Texas-Mexico Trade,Fertilizers,Truck,0,0,20912570,Export,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Foreign Trade Zones,7.467,16461.9305,47579,Import,72 - 83  Metals
2017,Texas-Mexico Trade,Meat and Edible Offal,Air,41.034,90464.5583,32628,Export,01 - 05  Animal & Animal Products
2013,Texas-Mexico Trade,Fish and Crustaceans,Other,0,0,33609,Export,01 - 05  Animal & Animal Products
2022,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Rail,23399.379,51586842.36,62270560,Import,72 - 83  Metals
2015,Texas-Mexico Trade,Tools of Base Metal,Air,368.689,812820.7672,54812416,Export,72 - 83  Metals
2024,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Truck,1195177.355,2634917183,10478455581,Import,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Arms and Ammunition and Parts,Truck,3862.945,8516342.879,58342123,Import,90 - 97  Miscellaneous
2014,Texas-Mexico Trade,Knitted or Crocheted Apparel,Vessel,367.423,810029.7172,11804756,Import,50 - 63  Textiles
2017,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Truck,26367.732,58130945.87,132412183,Import,50 - 63  Textiles
2018,Texas-Mexico Trade,Preparations of Fish and Meat,Truck,10387.427,22900375.22,41438640,Import,16 - 24  Foodstuffs
2016,Texas-Mexico Trade,Miscellaneous Edible Preparations,Other,0,0,3363422,Export,16 - 24  Foodstuffs
2022,Texas-Mexico Trade,Footwear,Air,9.685,21351.7871,218870,Export,64 - 67  Footwear / Headgear
2016,Texas-Mexico Trade,Copper and Articles,Air,0.627,1382.2992,32901,Import,72 - 83  Metals
2014,Texas-Mexico Trade,Raw Hides and Skins,Truck,11799.359,26013154.99,108124849,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2022,Texas-Mexico Trade,Sugars and Sugar Confectionery,Rail,36394.243,80235636.87,28746331,Import,16 - 24  Foodstuffs
2023,Texas-Mexico Trade,Carpets and Other Textile Floor Coverings,Truck,0,0,89736941,Export,50 - 63  Textiles
2023,Texas-Mexico Trade,Man-made Staple Fibers,Truck,5056.355,11147363.71,46831318,Import,50 - 63  Textiles
2023,Texas-Mexico Trade,Cereals,Rail,4545.502,10021124.71,1765350,Import,06 - 15  Vegetable Products
2020,Texas-Mexico Trade,Vegetable Plaiting Materials,Truck,15634.642,34468513.55,50831492,Import,06 - 15  Vegetable Products
2023,Texas-Mexico Trade,Miscellaneous Manufactured Articles,Rail,0,0,80196,Export,90 - 97  Miscellaneous
2015,Texas-Mexico Trade,Footwear,Vessel,9.905,21836.8046,779117,Export,64 - 67  Footwear / Headgear
2021,Texas-Mexico Trade,Oil Seeds and Oleaginous Fruits,Other,0,0,18427388,Export,06 - 15  Vegetable Products
2015,Texas-Mexico Trade,Dairy Products,Vessel,139.024,306495.7052,541074,Import,01 - 05  Animal & Animal Products
2017,Texas-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Other,0,0,223118,Export,28 - 38  Chemicals & Allied Industries
2018,Texas-Mexico Trade,Meat and Edible Offal,Air,1.023,2255.3307,4078,Export,01 - 05  Animal & Animal Products
2018,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Other,0,0,231155,Export,50 - 63  Textiles
2014,Texas-Mexico Trade,Edible Fruit and Nuts,Truck,1816245.559,4004139312,2935314587,Import,06 - 15  Vegetable Products
2014,Texas-Mexico Trade,Other Made up Textile Articles,Rail,0,0,495442,Export,50 - 63  Textiles
2020,Texas-Mexico Trade,Aluminum and Articles,Other,0,0,202749,Export,72 - 83  Metals
2017,Texas-Mexico Trade,Photographic Goods,Rail,0,0,1291110,Export,28 - 38  Chemicals & Allied Industries
2015,Texas-Mexico Trade,Essential Oils and Resinoids,Air,5.318,11724.1922,171285,Export,28 - 38  Chemicals & Allied Industries
2013,Texas-Mexico Trade,Coffee; Tea and Spices,Rail,0,0,48178,Export,06 - 15  Vegetable Products
2023,Texas-Mexico Trade,Pharmaceutical Products,Vessel,5.042,11115.7163,252706,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Fish and Crustaceans,Other,0,0,180471,Export,01 - 05  Animal & Animal Products
2013,Texas-Mexico Trade,Copper and Articles,Truck,0,0,1963490977,Export,72 - 83  Metals
2014,Texas-Mexico Trade,Copper and Articles,Rail,110.377,243339.8296,807620,Import,72 - 83  Metals
2024,Texas-Mexico Trade,Miscellaneous Articles of Base Metals,Other,0.14,308.6473,9027,Import,72 - 83  Metals
2016,Texas-Mexico Trade,Zinc and Articles,Vessel,12,26455.493,39750,Export,72 - 83  Metals
2020,Texas-Mexico Trade,Plastics and Articles,Air,53.894,118816.024,2008319,Import,39 - 40  Plastics / Rubbers
2018,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,0,0,7291683,Export,90 - 97  Miscellaneous
2014,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Foreign Trade Zones,10852.301,23925247.8,573425028,Import,84 - 85  Machinery / Electrical
2016,Texas-Mexico Trade,Tanning or Dyeing Extracts,Rail,0,0,18687429,Export,28 - 38  Chemicals & Allied Industries
2018,Texas-Mexico Trade,Lead and Articles,Rail,40029.54,88250101.41,70732219,Import,72 - 83  Metals
2018,Texas-Mexico Trade,Knitted or Crocheted Fabrics,Truck,0,0,205076220,Export,50 - 63  Textiles
2017,Texas-Mexico Trade,Tools of Base Metal,Rail,0,0,671604,Export,72 - 83  Metals
2017,Texas-Mexico Trade,Lac; Gums; Resins and Saps,Air,0.73,1609.3758,2854,Export,06 - 15  Vegetable Products
2016,Texas-Mexico Trade,Ores; Slag and Ash,Truck,17328.174,38202115.56,6368916,Import,25 - 27  Mineral Products
2023,Texas-Mexico Trade,Glass,Truck,0,0,785414906,Export,68 - 71  Stone / Glass
2015,Texas-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Rail,3342.956,7369962.432,5832558,Import,16 - 24  Foodstuffs
2019,Texas-Mexico Trade,Ships and Boats,Air,9.883,21788.3029,654964,Import,86 - 89  Transportation
2016,Texas-Mexico Trade,Articles of Iron and Steel,Truck,0,0,3651148981,Export,72 - 83  Metals
