Year,State,Commodity,Mode,Shipwt Metric Ton,Shipwt Pound,TradeValue,TradeType,CommodityGroup
2021,U.S-Mexico Trade,Tools of Base Metal,Rail,7695.175,16964970.72,20929215,Import,72 - 83  Metals
2022,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,0,0,529150352,Export,25 - 27  Mineral Products
2016,U.S-Mexico Trade,Plastics and Articles,Vessel,63140.525,139201143.3,95640957,Export,39 - 40  Plastics / Rubbers
2014,U.S-Mexico Trade,Works of Art and Antiques,Rail,0,0,126154,Export,90 - 97  Miscellaneous
2019,U.S-Mexico Trade,Headgear,Other,0,0,44158685,Export,64 - 67  Footwear / Headgear
2016,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Air,27.975,61674.3657,4131997,Import,28 - 38  Chemicals & Allied Industries
2019,U.S-Mexico Trade,Nickel and Articles,Vessel,8739.838,19268060.28,32364007,Import,72 - 83  Metals
2016,U.S-Mexico Trade,Zinc and Articles,Vessel,0.086,189.5977,2665,Import,72 - 83  Metals
2014,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,16245.084,35814308.89,104361902,Import,90 - 97  Miscellaneous
2015,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Other,0,0,84551956,Export,16 - 24  Foodstuffs
2015,U.S-Mexico Trade,Cereals,Rail,2984445.17,6579580702,818054576,Import,06 - 15  Vegetable Products
2017,U.S-Mexico Trade,Headgear,Air,17.4,38360.4597,1112046,Import,64 - 67  Footwear / Headgear
2014,U.S-Mexico Trade,Tools of Base Metal,Air,2472.892,5451798.055,377682342,Export,72 - 83  Metals
2016,U.S-Mexico Trade,Headgear,Truck,0,0,95871400,Export,64 - 67  Footwear / Headgear
2020,U.S-Mexico Trade,Computer-Related Machinery and Parts,Mail,0,0,1320869,Export,84 - 85  Machinery / Electrical
2016,U.S-Mexico Trade,Pharmaceutical Products,Truck,0,0,3868189314,Export,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Air,9.979,21999.9455,710574,Import,06 - 15  Vegetable Products
2018,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Truck,0,0,120876208,Export,06 - 15  Vegetable Products
2013,U.S-Mexico Trade,Toys; Games and Sport Equipment,Air,1449.975,3196650.269,86569357,Export,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Photographic Goods,Air,57.255,126225.7648,3696107,Export,28 - 38  Chemicals & Allied Industries
2015,U.S-Mexico Trade,Inorganic Chemicals,Rail,0,0,1036424747,Export,28 - 38  Chemicals & Allied Industries
2017,U.S-Mexico Trade,Wood and Articles,Air,1501.397,3310016.48,3830205,Export,44 - 49  Wood & Wood Products
2013,U.S-Mexico Trade,Special Classification Provisions,Truck,0,0,6563169169,Export,98 - 99  Service
2017,U.S-Mexico Trade,Other Made up Textile Articles,Rail,0,0,3168243,Export,50 - 63  Textiles
2017,U.S-Mexico Trade,Man-made Staple Fibers,Rail,889.316,1960607.77,1044712,Import,50 - 63  Textiles
2024,U.S-Mexico Trade,Miscellaneous Chemical Products,Mail,0,0,63766,Export,28 - 38  Chemicals & Allied Industries
2019,U.S-Mexico Trade,Edible Fruit and Nuts,Air,428.848,945448.7721,1797303,Import,06 - 15  Vegetable Products
2018,U.S-Mexico Trade,Paper and Paperboard,Vessel,207747.455,458005112.5,129176024,Import,44 - 49  Wood & Wood Products
2022,U.S-Mexico Trade,Special Woven Fabrics,Other,0,0,14441093,Export,50 - 63  Textiles
2024,U.S-Mexico Trade,Organic Chemicals,Other,0,0,118247846,Export,28 - 38  Chemicals & Allied Industries
2023,U.S-Mexico Trade,Miscellaneous Edible Preparations,Foreign Trade Zones,109.426,241243.2314,958997,Import,16 - 24  Foodstuffs
2024,U.S-Mexico Trade,Clocks; Watches and Parts,Vessel,0.779,1717.4024,12643,Import,90 - 97  Miscellaneous
2021,U.S-Mexico Trade,Measuring and Testing Instruments,Air,9615.797,21199220.81,3393714259,Export,90 - 97  Miscellaneous
2024,U.S-Mexico Trade,Edible Vegetables and Roots,Truck,9275737.093,20449516510,12969591841,Import,06 - 15  Vegetable Products
2023,U.S-Mexico Trade,Tools of Base Metal,Vessel,231.882,511212.7174,2452740,Import,72 - 83  Metals
2015,U.S-Mexico Trade,Fish and Crustaceans,Rail,0,0,4064379,Export,01 - 05  Animal & Animal Products
2017,U.S-Mexico Trade,Toys; Games and Sport Equipment,Air,1310.855,2889942.918,96190473,Export,90 - 97  Miscellaneous
2013,U.S-Mexico Trade,Headgear,Air,15.615,34425.2049,871544,Import,64 - 67  Footwear / Headgear
2020,U.S-Mexico Trade,Food Residues and Waste,Foreign Trade Zones,1.589,3503.1482,21279,Import,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Toys; Games and Sport Equipment,Truck,168669.662,371853255.8,1060012150,Import,90 - 97  Miscellaneous
2015,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Mail,0,0,44176,Export,06 - 15  Vegetable Products
2021,U.S-Mexico Trade,Zinc and Articles,Air,49.835,109867.4564,449883,Export,72 - 83  Metals
2016,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Other,0,0,61516600,Export,25 - 27  Mineral Products
2022,U.S-Mexico Trade,Fish and Crustaceans,Truck,0,0,1006121128,Export,01 - 05  Animal & Animal Products
2017,U.S-Mexico Trade,Fish and Crustaceans,Other,0,0,34707692,Export,01 - 05  Animal & Animal Products
2023,U.S-Mexico Trade,Cork and Articles,Air,7.246,15974.7077,137252,Export,44 - 49  Wood & Wood Products
2018,U.S-Mexico Trade,Explosives,Truck,0,0,287818491,Export,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Rubber and Articles,Other,0,0,639636823,Export,39 - 40  Plastics / Rubbers
2020,U.S-Mexico Trade,Articles of Iron and Steel,Air,10301.034,22709911.07,153015170,Export,72 - 83  Metals
2024,U.S-Mexico Trade,Man-made Filaments,Air,38.457,84783.2382,1162306,Import,50 - 63  Textiles
2020,U.S-Mexico Trade,Clocks; Watches and Parts,Vessel,1.679,3701.5643,37233,Import,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Knitted or Crocheted Apparel,Vessel,5371.002,11841042.16,74164155,Import,50 - 63  Textiles
2022,U.S-Mexico Trade,Ships and Boats,Other,234.524,517037.3364,4164035,Import,86 - 89  Transportation
2019,U.S-Mexico Trade,Glass,Air,3203.906,7063409.385,38290031,Export,68 - 71  Stone / Glass
2019,U.S-Mexico Trade,Toys; Games and Sport Equipment,Other,574.067,1265602.126,3393888,Import,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Vegetable Plaiting Materials,Rail,0,0,304541,Export,06 - 15  Vegetable Products
2024,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Rail,2.431,5359.4419,4621,Import,50 - 63  Textiles
2020,U.S-Mexico Trade,Special Classification Provisions,Truck,3062287.555,6751193925,17613771360,Import,98 - 99  Service
2021,U.S-Mexico Trade,Computer-Related Machinery and Parts,Air,15551.879,34286052.17,2898101339,Import,84 - 85  Machinery / Electrical
2013,U.S-Mexico Trade,Umbrellas and Walking Sticks,Rail,0,0,98121,Export,64 - 67  Footwear / Headgear
2017,U.S-Mexico Trade,Straw and Basketware,Truck,0,0,4302404,Export,44 - 49  Wood & Wood Products
2019,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Vessel,1696.554,3740264.377,16168658,Export,50 - 63  Textiles
2022,U.S-Mexico Trade,Man-made Filaments,Air,137.972,304176.4328,2709292,Export,50 - 63  Textiles
2016,U.S-Mexico Trade,Clocks; Watches and Parts,Air,409.885,903642.4623,63635505,Export,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Organic Chemicals,Air,476.494,1050490.299,69861386,Import,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Truck,0,0,384470586,Export,50 - 63  Textiles
2017,U.S-Mexico Trade,Printed Books,Truck,0,0,1982354792,Export,44 - 49  Wood & Wood Products
2018,U.S-Mexico Trade,Miscellaneous Chemical Products,Vessel,70856.989,156213048.3,73704414,Import,28 - 38  Chemicals & Allied Industries
2014,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Mail,0,0,3061,Export,25 - 27  Mineral Products
2014,U.S-Mexico Trade,Rubber and Articles,Mail,0,0,101328,Export,39 - 40  Plastics / Rubbers
2018,U.S-Mexico Trade,Clocks; Watches and Parts,Other,0.035,77.1618,32000,Import,90 - 97  Miscellaneous
2019,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Truck,176897.363,389992246.3,5352728774,Import,68 - 71  Stone / Glass
2017,U.S-Mexico Trade,Aluminum and Articles,Truck,1655697.863,3650191941,4818501854,Import,72 - 83  Metals
2013,U.S-Mexico Trade,Plastics and Articles,Foreign Trade Zones,18998.298,41884111.71,25441198,Import,39 - 40  Plastics / Rubbers
2021,U.S-Mexico Trade,Toys; Games and Sport Equipment,Vessel,304.175,670591.6296,1945300,Import,90 - 97  Miscellaneous
2013,U.S-Mexico Trade,Live Trees and Plants,Mail,0,0,6509,Export,06 - 15  Vegetable Products
2024,U.S-Mexico Trade,Measuring and Testing Instruments,Truck,0,0,16979469173,Export,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Ships and Boats,Mail,0,0,20340,Export,86 - 89  Transportation
2018,U.S-Mexico Trade,Organic Chemicals,Mail,0,0,7500,Import,28 - 38  Chemicals & Allied Industries
2020,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Rail,0,0,108077741,Export,68 - 71  Stone / Glass
2017,U.S-Mexico Trade,Clocks; Watches and Parts,Truck,3501.38,7719227.843,57347275,Import,90 - 97  Miscellaneous
2014,U.S-Mexico Trade,Computer-Related Machinery and Parts,Truck,0,0,75958981065,Export,84 - 85  Machinery / Electrical
2022,U.S-Mexico Trade,Articles of Iron and Steel,Foreign Trade Zones,985.868,2173468.663,4421237,Import,72 - 83  Metals
2013,U.S-Mexico Trade,Live Trees and Plants,Rail,0,0,28289,Export,06 - 15  Vegetable Products
2023,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Air,14.953,32965.7467,982330,Import,50 - 63  Textiles
2023,U.S-Mexico Trade,Ships and Boats,Rail,0,0,7957678,Export,86 - 89  Transportation
2013,U.S-Mexico Trade,Umbrellas and Walking Sticks,Mail,0,0,2842,Export,64 - 67  Footwear / Headgear
2013,U.S-Mexico Trade,Essential Oils and Resinoids,Other,0,0,304934788,Export,28 - 38  Chemicals & Allied Industries
2014,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Rail,0,0,569960158,Export,25 - 27  Mineral Products
2017,U.S-Mexico Trade,Impregnated Fabrics,Other,0,0,40472823,Export,50 - 63  Textiles
2015,U.S-Mexico Trade,Man-made Staple Fibers,Truck,0,0,593485558,Export,50 - 63  Textiles
2014,U.S-Mexico Trade,Coffee; Tea and Spices,Air,245.616,541491.0274,1105131,Import,06 - 15  Vegetable Products
2016,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Rail,0,0,25271411,Export,06 - 15  Vegetable Products
2023,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Rail,202090.193,445532974.6,256785933,Import,16 - 24  Foodstuffs
2024,U.S-Mexico Trade,Fish and Crustaceans,Rail,0,0,11024010,Export,01 - 05  Animal & Animal Products
2019,U.S-Mexico Trade,Paper and Paperboard,Air,5790.607,12766113.58,25619014,Export,44 - 49  Wood & Wood Products
2016,U.S-Mexico Trade,Wood and Articles,Vessel,443232.437,977161054.4,58688533,Import,44 - 49  Wood & Wood Products
2018,U.S-Mexico Trade,Organic Chemicals,Rail,3434010.912,7570704316,2887402585,Import,28 - 38  Chemicals & Allied Industries
2014,U.S-Mexico Trade,Rubber and Articles,Rail,0,0,431701525,Export,39 - 40  Plastics / Rubbers
2013,U.S-Mexico Trade,Fish and Crustaceans,Truck,0,0,943124868,Export,01 - 05  Animal & Animal Products
2023,U.S-Mexico Trade,Edible Fruit and Nuts,Air,693.768,1529497.872,1545187,Export,06 - 15  Vegetable Products
2020,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Other,0,0,40114770,Export,50 - 63  Textiles
2017,U.S-Mexico Trade,Zinc and Articles,Rail,0,0,568666,Export,72 - 83  Metals
2017,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,0,0,4146731604,Export,86 - 89  Transportation
2017,U.S-Mexico Trade,Man-made Filaments,Other,0,0,19804773,Export,50 - 63  Textiles
2020,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Rail,0,0,35661909,Export,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Sugars and Sugar Confectionery,Foreign Trade Zones,40.975,90334.4851,356522,Import,16 - 24  Foodstuffs
2017,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Truck,0,0,338598678,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Toys; Games and Sport Equipment,Mail,0,0,1727453,Export,90 - 97  Miscellaneous
2019,U.S-Mexico Trade,Cereals,Vessel,599106.016,1320803753,126712286,Import,06 - 15  Vegetable Products
2016,U.S-Mexico Trade,Fertilizers,Vessel,766518.843,1689886160,254578906,Export,28 - 38  Chemicals & Allied Industries
2019,U.S-Mexico Trade,Malts; Starches and Inulin,Rail,0,0,397849252,Export,06 - 15  Vegetable Products
2018,U.S-Mexico Trade,Cereals,Air,120.158,264903.2603,309719,Import,06 - 15  Vegetable Products
2022,U.S-Mexico Trade,Raw Hides and Skins,Other,0,0,3035049,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2021,U.S-Mexico Trade,Raw Hides and Skins,Air,29.98,66094.6371,716434,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2021,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Vessel,18178.771,40077362.47,12773028,Export,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Rail,0,0,1159548614,Export,06 - 15  Vegetable Products
2013,U.S-Mexico Trade,Articles of Iron and Steel,Other,12.572,27716.5381,70600,Import,72 - 83  Metals
2018,U.S-Mexico Trade,Nickel and Articles,Rail,0,0,3254934,Export,72 - 83  Metals
2022,U.S-Mexico Trade,Printed Books,Other,0,0,256593582,Export,44 - 49  Wood & Wood Products
2014,U.S-Mexico Trade,Miscellaneous Edible Preparations,Other,0,0,165249609,Export,16 - 24  Foodstuffs
2021,U.S-Mexico Trade,Live Trees and Plants,Air,397.747,876882.742,7008460,Export,06 - 15  Vegetable Products
2016,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Air,1214.901,2678400.384,800840844,Import,86 - 89  Transportation
2019,U.S-Mexico Trade,Fish and Crustaceans,Truck,0,0,931218954,Export,01 - 05  Animal & Animal Products
2018,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Other,0,0,3291141788,Export,86 - 89  Transportation
2021,U.S-Mexico Trade,Feathers and Down,Truck,0,0,36607098,Export,64 - 67  Footwear / Headgear
2017,U.S-Mexico Trade,Preparations of Cereals and Flour,Other,0,0,64427755,Export,16 - 24  Foodstuffs
2014,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Pipeline,263190.64,580236512.1,1335422,Import,25 - 27  Mineral Products
2014,U.S-Mexico Trade,Tanning or Dyeing Extracts,Air,52.042,114733.0604,2900523,Import,28 - 38  Chemicals & Allied Industries
2021,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Other,0.426,939.17,4190,Import,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Fertilizers,Other,120.479,265610.9454,31959,Import,28 - 38  Chemicals & Allied Industries
2015,U.S-Mexico Trade,Miscellaneous Edible Preparations,Air,101.02,222711.1549,4598629,Import,16 - 24  Foodstuffs
2022,U.S-Mexico Trade,Printed Books,Vessel,118.323,260857.774,1114472,Import,44 - 49  Wood & Wood Products
2021,U.S-Mexico Trade,Sugars and Sugar Confectionery,Rail,0,0,447730029,Export,16 - 24  Foodstuffs
2014,U.S-Mexico Trade,Miscellaneous Edible Preparations,Vessel,2442.65,5385125.837,8733157,Import,16 - 24  Foodstuffs
2020,U.S-Mexico Trade,Live Animals,Truck,683930.093,1507808985,1497165625,Import,01 - 05  Animal & Animal Products
2019,U.S-Mexico Trade,Coffee; Tea and Spices,Truck,129884.478,286346492,556487458,Import,06 - 15  Vegetable Products
2017,U.S-Mexico Trade,Man-made Filaments,Vessel,60.625,133655.355,203267,Import,50 - 63  Textiles
2019,U.S-Mexico Trade,Cereals,Other,0,0,8453300,Export,06 - 15  Vegetable Products
2013,U.S-Mexico Trade,Articles of Iron and Steel,Vessel,22047.375,48606181.32,171912583,Export,72 - 83  Metals
2015,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Mail,0,0,18573,Export,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Live Animals,Other,88118.315,194267789.1,254073985,Import,01 - 05  Animal & Animal Products
2020,U.S-Mexico Trade,Organic Chemicals,Foreign Trade Zones,754.654,1663728.637,11169731,Import,28 - 38  Chemicals & Allied Industries
2014,U.S-Mexico Trade,Other Made up Textile Articles,Rail,1723.602,3799895.058,19690930,Import,50 - 63  Textiles
2019,U.S-Mexico Trade,Dairy Products,Air,10.225,22542.2843,114820,Import,01 - 05  Animal & Animal Products
2019,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Air,2294.061,5057542.87,74241904,Export,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Headgear,Air,241.16,531667.2124,8123415,Export,64 - 67  Footwear / Headgear
2022,U.S-Mexico Trade,Raw Hides and Skins,Vessel,1.611,3551.6498,37285,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2014,U.S-Mexico Trade,Pharmaceutical Products,Mail,0,0,11337,Export,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Headgear,Truck,8789.557,19377671.98,381130434,Import,64 - 67  Footwear / Headgear
2018,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Vessel,38.454,84776.626,16927055,Import,86 - 89  Transportation
2022,U.S-Mexico Trade,Locomotives and Traffic Signals,Foreign Trade Zones,20.046,44193.9008,529689,Import,86 - 89  Transportation
2016,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Mail,0,0,146510,Export,86 - 89  Transportation
2022,U.S-Mexico Trade,Toys; Games and Sport Equipment,Truck,0,0,3361391591,Export,90 - 97  Miscellaneous
2016,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Vessel,23672.626,52189249.37,19435779,Import,28 - 38  Chemicals & Allied Industries
2017,U.S-Mexico Trade,Computer-Related Machinery and Parts,Vessel,83943.569,185064042.1,770438705,Import,84 - 85  Machinery / Electrical
2014,U.S-Mexico Trade,Clocks; Watches and Parts,Vessel,45.913,101220.9187,5466473,Export,90 - 97  Miscellaneous
2022,U.S-Mexico Trade,Impregnated Fabrics,Rail,329.505,726434.7687,3216908,Import,50 - 63  Textiles
2023,U.S-Mexico Trade,Inorganic Chemicals,Other,628.008,1384521.772,345978,Import,28 - 38  Chemicals & Allied Industries
2020,U.S-Mexico Trade,Knitted or Crocheted Apparel,Vessel,229.673,506342.702,2863314,Export,50 - 63  Textiles
2024,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,6.863,15130.3366,220735,Export,64 - 67  Footwear / Headgear
2016,U.S-Mexico Trade,Computer-Related Machinery and Parts,Other,0,0,3325764325,Export,84 - 85  Machinery / Electrical
2014,U.S-Mexico Trade,Ships and Boats,Air,8.346,18399.7946,301375,Import,86 - 89  Transportation
2023,U.S-Mexico Trade,Toys; Games and Sport Equipment,Air,700.131,1543525.894,14883688,Import,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Miscellaneous Edible Preparations,Truck,0,0,4407354196,Export,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Measuring and Testing Instruments,Truck,423788.87,934295291.8,14326637321,Import,90 - 97  Miscellaneous
2015,U.S-Mexico Trade,Special Woven Fabrics,Truck,0,0,235881677,Export,50 - 63  Textiles
2019,U.S-Mexico Trade,Furskins and Artificial Fur,Truck,0,0,74501782,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2018,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,1777.488,3918693.443,3613021,Export,25 - 27  Mineral Products
2022,U.S-Mexico Trade,Edible Vegetables and Roots,Rail,102542.099,226066815.5,66452874,Import,06 - 15  Vegetable Products
2020,U.S-Mexico Trade,Preparations of Cereals and Flour,Rail,359345.383,792221606.6,570960765,Import,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,1308.216,2884124.938,7908785,Export,90 - 97  Miscellaneous
2019,U.S-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Other,0.04,88.1849,343,Import,50 - 63  Textiles
2022,U.S-Mexico Trade,Organic Chemicals,Vessel,281346.675,620263750.2,419327155,Import,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Works of Art and Antiques,Vessel,32.138,70852.2189,912910,Import,90 - 97  Miscellaneous
2016,U.S-Mexico Trade,Edible Vegetables and Roots,Vessel,99318.465,218959913.3,54894445,Import,06 - 15  Vegetable Products
2018,U.S-Mexico Trade,Ceramic Products,Mail,0,0,113389,Export,68 - 71  Stone / Glass
2019,U.S-Mexico Trade,Live Animals,Truck,0,0,444339255,Export,01 - 05  Animal & Animal Products
2020,U.S-Mexico Trade,Dairy Products,Air,358.404,790146.2083,4612035,Export,01 - 05  Animal & Animal Products
