Year,Port Original,POE,Region,Mode,Commodity Group,Commodity,Trade Type,Trade Value,Lat,Lon,Shipwt Metric Ton,Shipwt Pound
2019,Hidalgo,Hidalgo,Pharr,Other,44 - 49  Wood & Wood Products,Printed Books,Export,362254,26.095032,-98.271092,0,0
2022,Presidio,Presidio,El Paso,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Raw Hides and Skins,Export,128731,29.561827,-104.394907,0,0
2023,Ysleta,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Preparations of Vegetables; Fruits and Nuts,Export,32461093,31.672276,-106.335328,0,0
2013,Rio Grande City,Rio Grande City,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Import,18247,26.365761,-98.802513,13.903,30650.8931
2017,Presidio,Presidio,El Paso,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,3647167,29.561827,-104.394907,0,0
2018,Eagle Pass,Eagle Pass,Laredo,Vessel,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,605313,28.705483,-100.511977,27.886,61478.1558
2013,Eagle Pass,Eagle Pass,Laredo,Rail,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,96358267,28.705483,-100.511977,0,0
2024,Ysleta,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Impregnated Fabrics,Export,200298809,31.672276,-106.335328,0,0
2019,Laredo,Laredo,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Tanning or Dyeing Extracts,Export,1031395860,27.499561,-99.507412,0,0
2022,Laredo,Laredo,Laredo,Rail,72 - 83  Metals,Zinc and Articles,Import,238725590,27.499561,-99.507412,70088.442,154518690.8
2019,Brownsville,Brownsville,Pharr,Rail,86 - 89  Transportation,Locomotives and Traffic Signals,Export,6677535,25.95155,-97.40067,0,0
2017,Laredo,Laredo,Laredo,Rail,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,220055119,27.499561,-99.507412,0,0
2013,Laredo,Laredo,Laredo,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,1472155947,27.499561,-99.507412,456375.897,1006137447
2022,Del Rio,Del Rio,Laredo,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,149827,29.326784,-100.927612,0,0
2014,Eagle Pass,Eagle Pass,Laredo,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,220444212,28.705483,-100.511977,0,0
2022,Rio Grande City,Rio Grande City,Pharr,Truck,72 - 83  Metals,Articles of Iron and Steel,Import,103019281,26.365761,-98.802513,61745.864,136126439.6
2021,El Paso,El Paso + Ysleta,El Paso,Air,86 - 89  Transportation,Vehicles Other than Railway,Import,1167807,31.764363,-106.451188,100.003,220469.0553
2013,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Malts; Starches and Inulin,Export,84210168,28.705483,-100.511977,0,0
2022,El Paso,El Paso + Ysleta,El Paso,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,120118030,31.764363,-106.451188,0,0
2023,Roma,Roma,Pharr,Truck,90 - 97  Miscellaneous,Musical Instruments and Parts,Export,27698,26.403928,-99.018981,0,0
2024,Laredo,Laredo,Laredo,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,3486499405,27.499561,-99.507412,829976.831,1829787190
2020,Laredo,Laredo,Laredo,Rail,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,56165733,27.499561,-99.507412,0,0
2021,Brownsville,Brownsville,Pharr,Rail,16 - 24  Foodstuffs,Sugars and Sugar Confectionery,Import,4597958,25.95155,-97.40067,5963.189,13146592.09
2018,El Paso,El Paso + Ysleta,El Paso,Rail,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,3764198,31.764363,-106.451188,0,0
2022,Roma,Roma,Pharr,Truck,72 - 83  Metals,Zinc and Articles,Export,17934,26.403928,-99.018981,0,0
2015,Rio Grande City,Rio Grande City,Pharr,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,4892,26.365761,-98.802513,0,0
2017,Hidalgo,Hidalgo,Pharr,Air,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Export,2870000,26.095032,-98.271092,5.82,12830.9139
2024,Brownsville,Brownsville,Pharr,Rail,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Import,118538190,25.95155,-97.40067,62186.889,137098734.1
2019,El Paso,El Paso + Ysleta,El Paso,Truck,01 - 05  Animal & Animal Products,Products of Animal Origin,Export,34848025,31.764363,-106.451188,0,0
2015,Rio Grande City,Rio Grande City,Pharr,Truck,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Import,1442794,26.365761,-98.802513,719.185,1585532.813
2017,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Carpets and Other Textile Floor Coverings,Export,94664380,27.499561,-99.507412,0,0
2020,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Man-made Staple Fibers,Import,32273395,27.499561,-99.507412,5507.22,12141351.7
2023,Eagle Pass,Eagle Pass,Laredo,Truck,90 - 97  Miscellaneous,Miscellaneous Manufactured Articles,Export,7800656,28.705483,-100.511977,0,0
2019,Brownsville,Brownsville,Pharr,Air,98 - 99  Service,Special Classification Provisions,Import,1170431,25.95155,-97.40067,4.685,10328.6652
2016,Eagle Pass,Eagle Pass,Laredo,Rail,68 - 71  Stone / Glass,Stone; Plaster; Cement and Asbestos,Import,1294015,28.705483,-100.511977,1189.142,2621611.492
2017,Eagle Pass,Eagle Pass,Laredo,Truck,06 - 15  Vegetable Products,Live Trees and Plants,Export,3200,28.705483,-100.511977,0,0
2020,Laredo,Laredo,Laredo,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Furskins and Artificial Fur,Import,4978,27.499561,-99.507412,0.571,1258.8403
2019,El Paso,El Paso + Ysleta,El Paso,Foreign Trade Zones,98 - 99  Service,Special Classification Provisions,Import,1469995,31.764363,-106.451188,24.224,53404.8212
2016,El Paso,El Paso + Ysleta,El Paso,Other,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,297426,31.764363,-106.451188,0,0
2019,Hidalgo,Hidalgo,Pharr,Truck,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Import,8724701933,26.095032,-98.271092,445101.085,981280721.4
2014,Eagle Pass,Eagle Pass,Laredo,Truck,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Export,492273,28.705483,-100.511977,0,0
2022,Brownsville,Brownsville,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Photographic Goods,Import,50190,25.95155,-97.40067,2.534,5586.5182
2016,Hidalgo,Hidalgo,Pharr,Truck,64 - 67  Footwear / Headgear,Headgear,Export,4281260,26.095032,-98.271092,0,0
2018,El Paso,El Paso + Ysleta,El Paso,Other,44 - 49  Wood & Wood Products,Wood and Articles,Export,62858,31.764363,-106.451188,0,0
2024,Rio Grande City,Rio Grande City,Pharr,Truck,01 - 05  Animal & Animal Products,Fish and Crustaceans,Export,1758490,26.365761,-98.802513,0,0
2017,Progreso,Progreso,Pharr,Truck,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Export,41656437,26.062133,-97.949958,0,0
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,373931785,31.672276,-106.335328,0,0
2020,Presidio,Presidio,El Paso,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Export,2629054,29.561827,-104.394907,0,0
2018,Eagle Pass,Eagle Pass,Laredo,Rail,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Export,162756,28.705483,-100.511977,0,0
2021,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,4494360,27.499561,-99.507412,0,0
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,39 - 40  Plastics / Rubbers,Rubber and Articles,Import,233702883,31.672276,-106.335328,21162.319,46654965.25
2024,Laredo,Laredo,Laredo,Foreign Trade Zones,72 - 83  Metals,Articles of Iron and Steel,Import,409652,27.499561,-99.507412,199.915,440737.4906
2018,Brownsville,Brownsville,Pharr,Vessel,25 - 27  Mineral Products,Mineral Fuels; Oils and Waxes,Export,200756816,25.95155,-97.40067,511332.735,1127296634
2019,Laredo,Laredo,Laredo,Rail,50 - 63  Textiles,Wadding; Felt and Nonwovens,Import,743458,27.499561,-99.507412,274.177,604457.3094
2017,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Import,46999239,27.499561,-99.507412,31656.246,69790132.98
2019,Eagle Pass,Eagle Pass,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Import,103202,28.705483,-100.511977,69.87,154037.1082
2023,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Other Vegetable Fibers and Paper Yarn,Export,543874,27.499561,-99.507412,0,0
2021,Brownsville,Brownsville,Pharr,Truck,90 - 97  Miscellaneous,Arms and Ammunition and Parts,Export,11718,25.95155,-97.40067,0,0
2015,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,168904,27.499561,-99.507412,0,0
2018,El Paso,El Paso + Ysleta,El Paso,Rail,86 - 89  Transportation,Vehicles Other than Railway,Export,446764829,31.764363,-106.451188,0,0
2016,Laredo,Laredo,Laredo,Other,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Import,1330,27.499561,-99.507412,0.186,410.0601
2022,Rio Grande City,Rio Grande City,Pharr,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Import,25275,26.365761,-98.802513,1.324,2918.9225
2016,Presidio,Presidio,El Paso,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,1122988,29.561827,-104.394907,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Truck,64 - 67  Footwear / Headgear,Umbrellas and Walking Sticks,Export,629810,31.764363,-106.451188,0,0
2018,Laredo,Laredo,Laredo,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Export,40695308,27.499561,-99.507412,0,0
2014,Brownsville,Brownsville,Pharr,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Export,208109,25.95155,-97.40067,0,0
2016,Laredo,Laredo,Laredo,Air,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Export,7248,27.499561,-99.507412,0.755,1664.4913
2022,Roma,Roma,Pharr,Truck,50 - 63  Textiles,Impregnated Fabrics,Import,486,26.403928,-99.018981,0.071,156.5283
2019,Hidalgo,Hidalgo,Pharr,Truck,86 - 89  Transportation,Ships and Boats,Import,95751983,26.095032,-98.271092,5068.835,11174877.42
2016,Eagle Pass,Eagle Pass,Laredo,Vessel,72 - 83  Metals,Articles of Iron and Steel,Import,81765,28.705483,-100.511977,0.334,736.3445
2021,Hidalgo,Hidalgo,Pharr,Truck,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Import,1680299,26.095032,-98.271092,1192.579,2629188.785
2024,Ysleta,El Paso + Ysleta,El Paso,Truck,64 - 67  Footwear / Headgear,Headgear,Import,5700936,31.672276,-106.335328,31.761,70021.0755
2017,El Paso,El Paso + Ysleta,El Paso,Rail,06 - 15  Vegetable Products,Malts; Starches and Inulin,Import,104614,31.764363,-106.451188,266.046,586531.5083
2019,Hidalgo,Hidalgo,Pharr,Truck,44 - 49  Wood & Wood Products,Straw and Basketware,Import,22402,26.095032,-98.271092,10.558,23276.4244
2015,Roma,Roma,Pharr,Truck,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Export,22680,26.403928,-99.018981,0,0
2014,Del Rio,Del Rio,Laredo,Truck,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,41151552,29.326784,-100.927612,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Air,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,725486,31.764363,-106.451188,17.797,39235.7002
2018,Del Rio,Del Rio,Laredo,Truck,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Import,1282394,29.326784,-100.927612,8940.127,19709622.3
2017,El Paso,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Sugars and Sugar Confectionery,Import,181580683,31.764363,-106.451188,93773.894,206736216.7
2022,Laredo,Laredo,Laredo,Rail,25 - 27  Mineral Products,Salt; Sulfur; Plaster and Cement,Import,45997858,27.499561,-99.507412,369923.431,815542229.6
2020,Brownsville,Brownsville,Pharr,Rail,28 - 38  Chemicals & Allied Industries,Fertilizers,Export,1014808,25.95155,-97.40067,0,0
2024,Laredo,Laredo,Laredo,Other,28 - 38  Chemicals & Allied Industries,Photographic Goods,Export,3060,27.499561,-99.507412,0,0
2018,Hidalgo,Hidalgo,Pharr,Truck,84 - 85  Machinery / Electrical,Computer-Related Machinery and Parts,Export,1387628607,26.095032,-98.271092,0,0
2018,Brownsville,Brownsville,Pharr,Truck,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Export,8098253,25.95155,-97.40067,0,0
2017,Rio Grande City,Rio Grande City,Pharr,Truck,06 - 15  Vegetable Products,Edible Fruit and Nuts,Import,19887943,26.365761,-98.802513,48913.296,107835446.8
2017,Hidalgo,Hidalgo,Pharr,Truck,68 - 71  Stone / Glass,Ceramic Products,Import,53981808,26.095032,-98.271092,45396.091,100081330.8
2013,Brownsville,Brownsville,Pharr,Air,84 - 85  Machinery / Electrical,Electrical Machinery; Equipment and Parts,Export,12849298,25.95155,-97.40067,43.561,96035.6437
2023,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Export,14596276,27.499561,-99.507412,0,0
2015,Del Rio,Del Rio,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Fertilizers,Import,178611,29.326784,-100.927612,339.025,747422.7935
2022,Laredo,Laredo,Laredo,Other,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Export,194861,27.499561,-99.507412,0,0
2014,El Paso,El Paso + Ysleta,El Paso,Truck,01 - 05  Animal & Animal Products,Fish and Crustaceans,Export,142995,31.764363,-106.451188,0,0
2017,El Paso,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,100309615,31.764363,-106.451188,0,0
2013,Laredo,Laredo,Laredo,Air,39 - 40  Plastics / Rubbers,Rubber and Articles,Export,180414,27.499561,-99.507412,22.813,50294.0964
2024,Hidalgo,Hidalgo,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Pharmaceutical Products,Export,19791515,26.095032,-98.271092,0,0
2022,Eagle Pass,Eagle Pass,Laredo,Rail,16 - 24  Foodstuffs,Sugars and Sugar Confectionery,Import,5364590,28.705483,-100.511977,7933.333,17490019.66
2018,Brownsville,Brownsville,Pharr,Rail,28 - 38  Chemicals & Allied Industries,Organic Chemicals,Import,6440,25.95155,-97.40067,5.399,11902.7672
2014,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Export,208654248,31.764363,-106.451188,0,0
2020,Laredo,Laredo,Laredo,Rail,06 - 15  Vegetable Products,Animal or Vegetable Fats and Oils,Export,113431483,27.499561,-99.507412,0,0
2016,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Other Made up Textile Articles,Import,22112664,25.95155,-97.40067,6720.458,14816085.82
2013,Brownsville,Brownsville,Pharr,Truck,25 - 27  Mineral Products,Ores; Slag and Ash,Import,283467,25.95155,-97.40067,900.935,1986223.302
2017,Hidalgo,Hidalgo,Pharr,Truck,90 - 97  Miscellaneous,Toys; Games and Sport Equipment,Export,53298553,26.095032,-98.271092,0,0
2024,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Impregnated Fabrics,Import,115183865,27.499561,-99.507412,13891.306,30625112.43
2021,Rio Grande City,Rio Grande City,Pharr,Truck,50 - 63  Textiles,Man-made Staple Fibers,Export,259987,26.365761,-98.802513,0,0
2021,Eagle Pass,Eagle Pass,Laredo,Truck,72 - 83  Metals,Tin and Articles,Import,98826,28.705483,-100.511977,5.932,13077.8315
2021,Ysleta,El Paso + Ysleta,El Paso,Truck,50 - 63  Textiles,Wadding; Felt and Nonwovens,Export,148026683,31.672276,-106.335328,0,0
2013,Del Rio,Del Rio,Laredo,Truck,01 - 05  Animal & Animal Products,Dairy Products,Export,119315,29.326784,-100.927612,0,0
2017,Brownsville,Brownsville,Pharr,Truck,16 - 24  Foodstuffs,Miscellaneous Edible Preparations,Export,14174029,25.95155,-97.40067,0,0
2018,Laredo,Laredo,Laredo,Truck,72 - 83  Metals,Iron and Steel,Export,1089824951,27.499561,-99.507412,0,0
2014,Laredo,Laredo,Laredo,Truck,01 - 05  Animal & Animal Products,Dairy Products,Import,85155570,27.499561,-99.507412,44276.312,97612638.67
2018,Progreso,Progreso,Pharr,Truck,64 - 67  Footwear / Headgear,Footwear,Import,77020,26.062133,-97.949958,8.23,18144.0586
2020,Brownsville,Brownsville,Pharr,Truck,72 - 83  Metals,Lead and Articles,Export,564338,25.95155,-97.40067,0,0
2016,El Paso,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Import,5306054,31.764363,-106.451188,8043.212,17732261.59
2013,Eagle Pass,Eagle Pass,Laredo,Rail,68 - 71  Stone / Glass,Glass,Export,5750,28.705483,-100.511977,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,11089816,31.764363,-106.451188,14965.629,32993591.16
2020,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Impregnated Fabrics,Import,4984300,25.95155,-97.40067,834.592,1839961.903
2016,Laredo,Laredo,Laredo,Truck,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Import,513509015,27.499561,-99.507412,300587.625,662682818.5
2013,Hidalgo,Hidalgo,Pharr,Other,50 - 63  Textiles,Man-made Filaments,Export,9395,26.095032,-98.271092,0,0
2020,Hidalgo,Hidalgo,Pharr,Other,86 - 89  Transportation,Locomotives and Traffic Signals,Export,520449,26.095032,-98.271092,0,0
2016,Eagle Pass,Eagle Pass,Laredo,Rail,86 - 89  Transportation,Vehicles Other than Railway,Export,1287604028,28.705483,-100.511977,0,0
2018,Hidalgo,Hidalgo,Pharr,Truck,50 - 63  Textiles,Man-made Staple Fibers,Import,98255,26.095032,-98.271092,7.574,16697.8247
2021,Laredo,Laredo,Laredo,Rail,28 - 38  Chemicals & Allied Industries,Explosives,Export,30811,27.499561,-99.507412,0,0
2018,Eagle Pass,Eagle Pass,Laredo,Truck,16 - 24  Foodstuffs,Preparations of Vegetables; Fruits and Nuts,Import,144284592,28.705483,-100.511977,46509.239,102535404.1
2023,El Paso,El Paso + Ysleta,El Paso,Truck,44 - 49  Wood & Wood Products,Cork and Articles,Export,152101,31.764363,-106.451188,0,0
2018,Laredo,Laredo,Laredo,Other,90 - 97  Miscellaneous,Clocks; Watches and Parts,Export,517404,27.499561,-99.507412,0,0
2016,Tornillo,Tornillo,El Paso,Rail,16 - 24  Foodstuffs,Sugars and Sugar Confectionery,Export,61730,31.43019,-106.142743,0,0
2020,Laredo,Laredo,Laredo,Other,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Export,1378682,27.499561,-99.507412,0,0
2019,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Furniture; Lamps and Prefabricated Buildings,Import,4600620969,27.499561,-99.507412,575916.683,1269679983
2019,Eagle Pass,Eagle Pass,Laredo,Truck,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,18727861,28.705483,-100.511977,0,0
2014,Laredo,Laredo,Laredo,Rail,86 - 89  Transportation,Aircraft; Spacecraft and Parts,Export,17334861,27.499561,-99.507412,0,0
2017,Eagle Pass,Eagle Pass,Laredo,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Export,616248,28.705483,-100.511977,0,0
2015,Hidalgo,Hidalgo,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Explosives,Import,4430908,26.095032,-98.271092,142.84,314908.5515
2024,Ysleta,El Paso + Ysleta,El Paso,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Furskins and Artificial Fur,Export,372749,31.672276,-106.335328,0,0
2014,Brownsville,Brownsville,Pharr,Other,44 - 49  Wood & Wood Products,Paper and Paperboard,Export,25185,25.95155,-97.40067,0,0
2014,Presidio,Presidio,El Paso,Other,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,7838,29.561827,-104.394907,0,0
2014,Brownsville,Brownsville,Pharr,Rail,50 - 63  Textiles,Other Made up Textile Articles,Import,96996,25.95155,-97.40067,28.139,62035.9261
2021,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Edible Vegetables and Roots,Export,65321328,28.705483,-100.511977,0,0
2018,Presidio,Presidio,El Paso,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Import,6227,29.561827,-104.394907,30.528,67302.7742
2021,Roma,Roma,Pharr,Truck,86 - 89  Transportation,Locomotives and Traffic Signals,Export,9914,26.403928,-99.018981,0,0
2019,El Paso,El Paso + Ysleta,El Paso,Truck,90 - 97  Miscellaneous,Clocks; Watches and Parts,Export,1536868,31.764363,-106.451188,0,0
2019,Presidio,Presidio,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Export,253017,29.561827,-104.394907,0,0
2013,Eagle Pass,Eagle Pass,Laredo,Rail,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Import,1225728,28.705483,-100.511977,568.072,1252385.403
2020,Del Rio,Del Rio,Laredo,Truck,06 - 15  Vegetable Products,Oil Seeds and Oleaginous Fruits,Export,476888,29.326784,-100.927612,0,0
2015,Brownsville,Brownsville,Pharr,Truck,50 - 63  Textiles,Special Woven Fabrics,Import,129072,25.95155,-97.40067,22.841,50355.8257
2022,El Paso,El Paso + Ysleta,El Paso,Truck,28 - 38  Chemicals & Allied Industries,Essential Oils and Resinoids,Import,3766791,31.764363,-106.451188,1826.613,4026995.625
2020,Hidalgo,Hidalgo,Pharr,Other,72 - 83  Metals,Miscellaneous Articles of Base Metals,Export,25153,26.095032,-98.271092,0,0
2013,Del Rio,Del Rio,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Albuminoidal Substances; Glues and Enzymes,Export,2629176,29.326784,-100.927612,0,0
2020,Hidalgo,Hidalgo,Pharr,Truck,50 - 63  Textiles,Other Vegetable Fibers and Paper Yarn,Export,2001194,26.095032,-98.271092,0,0
2021,Roma,Roma,Pharr,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Export,3896,26.403928,-99.018981,0,0
2015,El Paso,El Paso + Ysleta,El Paso,Air,90 - 97  Miscellaneous,Miscellaneous Manufactured Articles,Export,3778,31.764363,-106.451188,0.017,37.4786
2017,Laredo,Laredo,Laredo,Other,06 - 15  Vegetable Products,Edible Vegetables and Roots,Export,1375691,27.499561,-99.507412,0,0
2020,Rio Grande City,Rio Grande City,Pharr,Truck,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Import,3493868,26.365761,-98.802513,8035.297,17714811.99
2014,Eagle Pass,Eagle Pass,Laredo,Rail,06 - 15  Vegetable Products,Edible Vegetables and Roots,Export,22236431,28.705483,-100.511977,0,0
2013,Eagle Pass,Eagle Pass,Laredo,Truck,64 - 67  Footwear / Headgear,Headgear,Import,1175649,28.705483,-100.511977,49.214,108498.3854
2021,Laredo,Laredo,Laredo,Other,06 - 15  Vegetable Products,Edible Vegetables and Roots,Export,1785116,27.499561,-99.507412,0,0
2017,Eagle Pass,Eagle Pass,Laredo,Truck,44 - 49  Wood & Wood Products,Pulp of Wood and Paperboard,Export,44525,28.705483,-100.511977,0,0
2017,Del Rio,Del Rio,Laredo,Truck,64 - 67  Footwear / Headgear,Footwear,Import,27936734,29.326784,-100.927612,252.277,556176.0342
2017,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Coffee; Tea and Spices,Import,3393666,31.764363,-106.451188,3825.796,8434443.287
2024,Laredo,Laredo,Laredo,Truck,68 - 71  Stone / Glass,Pearls; Stones; Metals and Imitation Jewelry,Export,82891885,27.499561,-99.507412,0,0
2019,El Paso,El Paso + Ysleta,El Paso,Truck,16 - 24  Foodstuffs,Food Residues and Waste,Import,995072,31.764363,-106.451188,1156.064,2548686.925
2019,Laredo,Laredo,Laredo,Truck,64 - 67  Footwear / Headgear,Umbrellas and Walking Sticks,Import,158536,27.499561,-99.507412,27.326,60243.5665
2024,Laredo,Laredo,Laredo,Other,28 - 38  Chemicals & Allied Industries,Soap and Organic Surface-Active Agents,Export,233699,27.499561,-99.507412,0,0
2019,Laredo,Laredo,Laredo,Truck,16 - 24  Foodstuffs,Preparations of Cereals and Flour,Import,478798448,27.499561,-99.507412,262903.865,579604280.9
2015,El Paso,El Paso + Ysleta,El Paso,Truck,44 - 49  Wood & Wood Products,Cork and Articles,Export,110504,31.764363,-106.451188,0,0
2024,Hidalgo,Hidalgo,Pharr,Truck,16 - 24  Foodstuffs,Miscellaneous Edible Preparations,Import,12156851,26.095032,-98.271092,3897.863,8593323.956
2021,Laredo,Laredo,Laredo,Truck,01 - 05  Animal & Animal Products,Dairy Products,Import,82901118,27.499561,-99.507412,58432.416,128821531.2
2013,Laredo,Laredo,Laredo,Truck,50 - 63  Textiles,Knitted or Crocheted Apparel,Export,53867629,27.499561,-99.507412,0,0
2019,Hidalgo,Hidalgo,Pharr,Truck,90 - 97  Miscellaneous,Works of Art and Antiques,Export,17025,26.095032,-98.271092,0,0
2023,Rio Grande City,Rio Grande City,Pharr,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Import,11252842,26.365761,-98.802513,8727.793,19241505.58
2017,Eagle Pass,Eagle Pass,Laredo,Truck,50 - 63  Textiles,Knitted or Crocheted Fabrics,Import,154756,28.705483,-100.511977,8.523,18790.0138
2024,Del Rio,Del Rio,Laredo,Truck,72 - 83  Metals,Nickel and Articles,Export,8602891,29.326784,-100.927612,0,0
2018,Eagle Pass,Eagle Pass,Laredo,Truck,16 - 24  Foodstuffs,Beverages; Spirits and Vinegar,Export,527301,28.705483,-100.511977,0,0
2020,Eagle Pass,Eagle Pass,Laredo,Truck,28 - 38  Chemicals & Allied Industries,Inorganic Chemicals,Export,1429482,28.705483,-100.511977,0,0
2018,Brownsville,Brownsville,Pharr,Truck,39 - 40  Plastics / Rubbers,Plastics and Articles,Import,284384375,25.95155,-97.40067,84712.551,186759358.6
2022,Roma,Roma,Pharr,Truck,44 - 49  Wood & Wood Products,Straw and Basketware,Export,18479,26.403928,-99.018981,0,0
2020,Ysleta,El Paso + Ysleta,El Paso,Other,90 - 97  Miscellaneous,Measuring and Testing Instruments,Export,28931,31.672276,-106.335328,0,0
2023,El Paso,El Paso + Ysleta,El Paso,Truck,06 - 15  Vegetable Products,Edible Vegetables and Roots,Import,3879751,31.764363,-106.451188,3991.89,8800618.176
2016,Laredo,Laredo,Laredo,Other,"41 - 43  Raw Hides, Skins, Leather, & Furs",Articles of Leather and Handbags,Export,185469,27.499561,-99.507412,0,0
2022,Ysleta,El Paso + Ysleta,El Paso,Truck,72 - 83  Metals,Lead and Articles,Import,2675081,31.672276,-106.335328,188.941,416543.9421
2014,Laredo,Laredo,Laredo,Truck,90 - 97  Miscellaneous,Musical Instruments and Parts,Import,280188,27.499561,-99.507412,14.41,31768.6374
2015,Brownsville,Brownsville,Pharr,Vessel,28 - 38  Chemicals & Allied Industries,Miscellaneous Chemical Products,Export,1512000,25.95155,-97.40067,3028.329,6676328.066
