State,StateCode,Year,TradeType,Mode,TradeValue
Iowa,IA,2015,Export,Mail,4252
Rhode Island,RI,2023,Import,Rail,539195
Wyoming,WY,2022,Import,Rail,4618456
West Virginia,WV,2020,Import,Rail,10040048
Alaska,AK,2015,Export,Vessel,323944
Oregon,OR,2016,Import,Imports into Foreign Trade Zones,8262
Maine,ME,2018,Import,Rail,29902
Indiana,IN,2016,Import,Other (including unknown),6443
Alaska,AK,2016,Export,Vessel,9915285
Alabama,AL,2023,Import,Imports into Foreign Trade Zones,552063
Wyoming,WY,2019,Export,Air,60076
Illinois,IL,2019,Export,Mail,32132
District of Columbia,DC,2015,Export,Other (including unknown),59231
Pennsylvania,PA,2016,Import,Other (including unknown),5600
Nevada,NV,2017,Export,Rail,2539591
North Dakota,ND,2020,Export,Vessel,23823
Hawaii,HI,2018,Export,Air,21718
Pennsylvania,PA,2020,Import,Other (including unknown),53997
New Jersey,NJ,2022,Import,Imports into Foreign Trade Zones,14697799
New Hampshire,NH,2016,Export,Vessel,11495010
North Dakota,ND,2016,Export,Pipeline,4480186
Michigan,MI,2016,Import,Imports into Foreign Trade Zones,61205
Nevada,NV,2017,Export,Vessel,531090
New York,NY,2015,Export,Pipeline,51282616
Montana,MT,2018,Export,Other (including unknown),578996
Kentucky,KY,2023,Import,Imports into Foreign Trade Zones,6552404
New Mexico,NM,2024,Export,Pipeline,165999932
South Dakota,SD,2018,Export,Air,1480687
Delaware,DE,2023,Export,Mail,106135
Indiana,IN,2023,Import,Other (including unknown),901110
Alaska,AK,2019,Import,Vessel,2337370
Maine,ME,2021,Import,Vessel,50436783
Georgia,GA,2021,Import,Other (including unknown),143448
Montana,MT,2016,Import,Other (including unknown),440300
Hawaii,HI,2023,Export,Air,24700
Alaska,AK,2016,Export,Air,280589
State Unknown,DU,2024,Import,Other (including unknown),2809179588
North Dakota,ND,2023,Export,Air,2620555
Wisconsin,WI,2018,Import,Other (including unknown),47239
California,CA,2016,Import,Pipeline,9124214
North Dakota,ND,2015,Import,Rail,2563709
Rhode Island,RI,2015,Import,Rail,1154871
Massachusetts,MA,2023,Import,Other (including unknown),22172
Colorado,CO,2019,Import,Other (including unknown),355938
Georgia,GA,2017,Import,Other (including unknown),1022565
New Mexico,NM,2024,Import,Imports into Foreign Trade Zones,121780615
Mississippi,MS,2021,Import,Rail,96888528
California,CA,2024,Export,Mail,82683
New Jersey,NJ,2023,Import,Imports into Foreign Trade Zones,13588707
New York,NY,2022,Export,Mail,479696
North Dakota,ND,2018,Import,Other (including unknown),19750
Idaho,"ID",2020,Import,Rail,1536131
Nebraska,NE,2018,Import,Imports into Foreign Trade Zones,4103048
Idaho,"ID",2018,Import,Imports into Foreign Trade Zones,2087
Wyoming,WY,2020,Import,Vessel,48403
State Unknown,DU,2019,Import,Mail,2850
Arizona,AZ,2024,Export,Pipeline,26723973
Utah,UT,2017,Import,Other (including unknown),8500
Oklahoma,OK,2024,Import,Rail,2300467
Illinois,IL,2016,Import,Imports into Foreign Trade Zones,75014680
Alaska,AK,2017,Import,Rail,10699991
Wisconsin,WI,2019,Import,Other (including unknown),3654
Montana,MT,2018,Export,Mail,15300
Maine,ME,2020,Export,Vessel,7947978
Wyoming,WY,2015,Import,Rail,6649919
South Dakota,SD,2021,Import,Rail,4769023
Nebraska,NE,2018,Export,Pipeline,113903
Utah,UT,2020,Export,Mail,2525
Rhode Island,RI,2017,Export,Other (including unknown),613913
West Virginia,WV,2016,Import,Vessel,120670
Wisconsin,WI,2019,Export,Mail,99357
Massachusetts,MA,2016,Export,Mail,20000
Montana,MT,2020,Import,Rail,169618
Idaho,"ID",2022,Import,Rail,50880
Alaska,AK,2015,Export,Other (including unknown),164321
Delaware,DE,2017,Import,Rail,47526
New Hampshire,NH,2020,Import,Vessel,1304927
Idaho,"ID",2023,Import,Imports into Foreign Trade Zones,4893
New Mexico,NM,2015,Import,Other (including unknown),4992324
Hawaii,HI,2024,Export,Air,51448
Minnesota,MN,2022,Export,Mail,23220
California,CA,2017,Import,Pipeline,8111024
Arizona,AZ,2019,Import,Pipeline,1092815
South Carolina,SC,2015,Import,Other (including unknown),3128
New Jersey,NJ,2015,Export,Mail,19600
Tennessee,TN,2016,Export,Mail,19015
Washington,WA,2018,Export,Mail,4000
Idaho,"ID",2019,Import,Imports into Foreign Trade Zones,868
Wyoming,WY,2022,Import,Other (including unknown),101114
Alaska,AK,2023,Import,Rail,70136523
Texas,TX,2015,Import,Pipeline,208154721
North Carolina,NC,2023,Export,Mail,161174
California,CA,2020,Import,Pipeline,7761247
Delaware,DE,2019,Export,Rail,4950746
South Dakota,SD,2021,Export,Vessel,256988
Virginia,VA,2018,Import,Other (including unknown),816967
Massachusetts,MA,2015,Import,Other (including unknown),19550
Oregon,OR,2024,Export,Pipeline,19324
New Jersey,NJ,2018,Export,Pipeline,7243931
Utah,UT,2021,Export,Mail,4579
Washington,WA,2015,Import,Other (including unknown),50041
Iowa,IA,2017,Export,Mail,49435
North Dakota,ND,2016,Import,Vessel,5405386
West Virginia,WV,2024,Import,Rail,6191831
New Mexico,NM,2023,Export,Vessel,1753560
Alaska,AK,2022,Import,Other (including unknown),9286
Hawaii,HI,2021,Export,Rail,76882
Kentucky,KY,2017,Export,Vessel,436247
Kentucky,KY,2020,Import,Imports into Foreign Trade Zones,19375888
Arizona,AZ,2024,Import,Pipeline,1171899
Wyoming,WY,2021,Export,Vessel,11253916
Idaho,"ID",2017,Export,Vessel,231393
District of Columbia,DC,2017,Import,Rail,3556
Washington,WA,2016,Import,Other (including unknown),3671
California,CA,2021,Export,Mail,4301
Arizona,AZ,2022,Import,Pipeline,10044359
Wisconsin,WI,2017,Import,Other (including unknown),42243
Vermont,VT,2017,Export,Vessel,139655
Colorado,CO,2022,Import,Other (including unknown),809927
Alabama,AL,2022,Export,Mail,14220
State Unknown,DU,2015,Import,Other (including unknown),1837332275
Idaho,"ID",2022,Export,Vessel,3958
New Hampshire,NH,2024,Import,Other (including unknown),3472
Rhode Island,RI,2018,Import,Rail,678264
State Unknown,DU,2022,Import,Other (including unknown),2828624254
Maine,ME,2019,Import,Other (including unknown),30000
New Mexico,NM,2019,Export,Pipeline,82366450
District of Columbia,DC,2017,Import,Vessel,316465
New Mexico,NM,2022,Export,Vessel,1135638
Maine,ME,2020,Import,Rail,12601
Connecticut,CT,2019,Import,Imports into Foreign Trade Zones,651879
New York,NY,2021,Import,Imports into Foreign Trade Zones,2308056
Ohio,OH,2016,Export,Mail,11639
Minnesota,MN,2015,Export,Mail,3750
Vermont,VT,2017,Import,Rail,36057
Oregon,OR,2021,Import,Other (including unknown),78150
New Hampshire,NH,2020,Export,Vessel,680326
District of Columbia,DC,2019,Import,Rail,31252
Minnesota,MN,2017,Export,Mail,18128
Idaho,"ID",2024,Import,Rail,99875
Montana,MT,2017,Export,Vessel,48132
Oregon,OR,2017,Export,Mail,7165
Massachusetts,MA,2020,Export,Mail,14070
California,CA,2023,Import,Pipeline,1397465
Wyoming,WY,2019,Export,Other (including unknown),367665
Vermont,VT,2016,Export,Vessel,27411
Iowa,IA,2024,Import,Other (including unknown),10391
Hawaii,HI,2024,Export,Other (including unknown),328648
New Hampshire,NH,2023,Import,Vessel,5018282
West Virginia,WV,2020,Import,Vessel,429
Missouri,MO,2024,Export,Mail,11916
Georgia,GA,2016,Import,Other (including unknown),1072579
Wisconsin,WI,2023,Import,Imports into Foreign Trade Zones,8059828
Arizona,AZ,2022,Export,Pipeline,731214194
Montana,MT,2022,Import,Rail,466633
Ohio,OH,2024,Import,Imports into Foreign Trade Zones,82702815
Colorado,CO,2021,Import,Other (including unknown),798102
New Mexico,NM,2019,Import,Imports into Foreign Trade Zones,25940
West Virginia,WV,2024,Export,Mail,38025
New Mexico,NM,2020,Export,Vessel,1638036
Louisiana,LA,2021,Import,Other (including unknown),4675
Vermont,VT,2016,Import,Rail,82767
New Mexico,NM,2020,Export,Pipeline,74812752
Utah,UT,2016,Import,Other (including unknown),36757
District of Columbia,DC,2020,Export,Rail,22233
Hawaii,HI,2019,Export,Other (including unknown),46690
State Unknown,DU,2024,Export,Rail,597128
Maryland,MD,2021,Import,Other (including unknown),60559
North Carolina,NC,2015,Import,Other (including unknown),7943
Georgia,GA,2024,Import,Imports into Foreign Trade Zones,14492380
California,CA,2018,Import,Pipeline,4483493
South Dakota,SD,2022,Import,Vessel,81559
Nevada,NV,2018,Export,Rail,162468
Wisconsin,WI,2020,Import,Other (including unknown),26784
State Unknown,DU,2015,Import,Mail,21076
Kansas,KS,2019,Import,Other (including unknown),1665030
New Jersey,NJ,2015,Import,Other (including unknown),512404
Idaho,"ID",2021,Export,Vessel,121883
Illinois,IL,2017,Export,Mail,20113
Nebraska,NE,2019,Export,Vessel,13255078
Oregon,OR,2015,Import,Other (including unknown),57300
Maine,ME,2018,Import,Other (including unknown),103352
Nebraska,NE,2024,Import,Other (including unknown),10000
Utah,UT,2023,Export,Mail,161905
Virginia,VA,2015,Import,Other (including unknown),16855
New York,NY,2018,Import,Imports into Foreign Trade Zones,1465962
Washington,WA,2024,Import,Imports into Foreign Trade Zones,1145715
Michigan,MI,2023,Import,Imports into Foreign Trade Zones,322512
Nevada,NV,2017,Import,Mail,14431
Nevada,NV,2022,Import,Imports into Foreign Trade Zones,16250
Texas,TX,2022,Import,Pipeline,100541837
West Virginia,WV,2023,Import,Other (including unknown),971
Mississippi,MS,2024,Import,Other (including unknown),64136
Alaska,AK,2016,Import,Other (including unknown),106702
Alaska,AK,2021,Import,Other (including unknown),20891
California,CA,2020,Export,Pipeline,4360196
Colorado,CO,2023,Import,Other (including unknown),884115
New Jersey,NJ,2024,Export,Mail,11265
North Carolina,NC,2016,Export,Pipeline,6366066
New Mexico,NM,2023,Export,Pipeline,130298375
Idaho,"ID",2018,Import,Rail,17024456
Pennsylvania,PA,2021,Export,Mail,2836
Idaho,"ID",2023,Import,Rail,39336
North Carolina,NC,2018,Export,Mail,25494
Connecticut,CT,2020,Import,Imports into Foreign Trade Zones,463940
Nevada,NV,2019,Import,Other (including unknown),10825582
Alabama,AL,2019,Import,Imports into Foreign Trade Zones,44592
Montana,MT,2015,Import,Imports into Foreign Trade Zones,43233841
Rhode Island,RI,2015,Export,Rail,105723
North Carolina,NC,2022,Import,Imports into Foreign Trade Zones,990137
Montana,MT,2017,Import,Other (including unknown),151200
Montana,MT,2022,Export,Vessel,3548
Maryland,MD,2024,Import,Other (including unknown),6784
State Unknown,DU,2015,Export,Rail,100856
Rhode Island,RI,2021,Export,Rail,261095
Mississippi,MS,2020,Import,Imports into Foreign Trade Zones,89034949
Michigan,MI,2018,Import,Imports into Foreign Trade Zones,123108
Idaho,"ID",2016,Export,Vessel,113878
California,CA,2021,Export,Pipeline,150836697
Kentucky,KY,2017,Import,Imports into Foreign Trade Zones,6196958
California,CA,2023,Export,Pipeline,561756295
Wyoming,WY,2024,Import,Rail,1695012
Connecticut,CT,2017,Import,Imports into Foreign Trade Zones,355316
Hawaii,HI,2017,Export,Air,3249
Hawaii,HI,2020,Export,Vessel,18500
Alabama,AL,2016,Import,Imports into Foreign Trade Zones,4400
Hawaii,HI,2018,Export,Vessel,3200
Tennessee,TN,2022,Export,Mail,5043
Oklahoma,OK,2022,Export,Mail,4324
North Dakota,ND,2021,Import,Imports into Foreign Trade Zones,4658
Utah,UT,2023,Import,Other (including unknown),5058269
Mississippi,MS,2022,Import,Other (including unknown),29766
Oregon,OR,2023,Export,Mail,6785
Delaware,DE,2015,Import,Rail,12975
Montana,MT,2020,Import,Vessel,6955
Idaho,"ID",2022,Import,Vessel,44931
Alaska,AK,2020,Import,Other (including unknown),4850
Rhode Island,RI,2019,Export,Rail,2382818
Minnesota,MN,2021,Import,Imports into Foreign Trade Zones,17971
Idaho,"ID",2024,Import,Imports into Foreign Trade Zones,34037
Nevada,NV,2015,Import,Other (including unknown),26998
Connecticut,CT,2016,Export,Mail,7500
Georgia,GA,2018,Export,Mail,4551
Colorado,CO,2017,Import,Other (including unknown),26550
Montana,MT,2024,Import,Vessel,113435
Wyoming,WY,2023,Import,Vessel,199882
Georgia,GA,2015,Import,Other (including unknown),91875
Oklahoma,OK,2023,Export,Mail,4824
New Hampshire,NH,2022,Import,Rail,3473749
Oklahoma,OK,2021,Import,Other (including unknown),286307
Nevada,NV,2016,Import,Rail,1730256
North Carolina,NC,2021,Export,Mail,124096
Hawaii,HI,2016,Export,Air,25084
Georgia,GA,2021,Export,Mail,35200
New York,NY,2020,Import,Imports into Foreign Trade Zones,1720980
Kansas,KS,2016,Import,Other (including unknown),6308023
West Virginia,WV,2022,Import,Other (including unknown),625
Virginia,VA,2019,Export,Pipeline,6306115
Alaska,AK,2021,Import,Rail,7606538
Illinois,IL,2023,Import,Imports into Foreign Trade Zones,49785942
District of Columbia,DC,2016,Import,Vessel,716086
Minnesota,MN,2024,Export,Mail,8000
Iowa,IA,2021,Import,Imports into Foreign Trade Zones,1911157
New Jersey,NJ,2021,Import,Imports into Foreign Trade Zones,4478514
New Jersey,NJ,2016,Import,Other (including unknown),3157
Wisconsin,WI,2023,Export,Mail,7611
Nebraska,NE,2016,Import,Vessel,222540
Mississippi,MS,2017,Import,Other (including unknown),3346
Washington,WA,2024,Export,Mail,2658
Missouri,MO,2015,Import,Other (including unknown),13282
Montana,MT,2024,Import,Rail,60969
Connecticut,CT,2018,Import,Imports into Foreign Trade Zones,317564
Illinois,IL,2022,Export,Mail,8750
Rhode Island,RI,2017,Import,Rail,592493
Hawaii,HI,2024,Export,Vessel,6455
Texas,TX,2024,Import,Pipeline,6607855
Delaware,DE,2024,Import,Other (including unknown),3550000
Georgia,GA,2023,Import,Imports into Foreign Trade Zones,28600031
New Hampshire,NH,2020,Import,Rail,60216
New Mexico,NM,2021,Import,Imports into Foreign Trade Zones,257516
Idaho,"ID",2023,Import,Vessel,4360
New Jersey,NJ,2020,Import,Other (including unknown),51862
Ohio,OH,2020,Export,Mail,5984
New York,NY,2016,Export,Pipeline,32064237
Missouri,MO,2019,Export,Mail,4540
Louisiana,LA,2018,Import,Imports into Foreign Trade Zones,521573580
Arizona,AZ,2017,Import,Pipeline,3824958
Utah,UT,2018,Export,Mail,19766
Minnesota,MN,2017,Export,Pipeline,63872
State Unknown,DU,2017,Import,Rail,130340
Montana,MT,2017,Import,Vessel,170995
Oregon,OR,2017,Import,Imports into Foreign Trade Zones,195552
West Virginia,WV,2020,Export,Vessel,15376168
State Unknown,DU,2024,Import,Imports into Foreign Trade Zones,5297073
State Unknown,DU,2015,Export,Other (including unknown),6725903092
Michigan,MI,2017,Import,Imports into Foreign Trade Zones,90516
District of Columbia,DC,2022,Import,Vessel,28451
Texas,TX,2021,Export,Mail,4500
New York,NY,2015,Import,Imports into Foreign Trade Zones,966
California,CA,2015,Import,Mail,11340
Arizona,AZ,2023,Import,Pipeline,4000958
Alaska,AK,2018,Import,Other (including unknown),4125
Alaska,AK,2020,Export,Vessel,5012487
Michigan,MI,2018,Export,Pipeline,223936
Texas,TX,2016,Import,Pipeline,180235465
Oregon,OR,2023,Import,Other (including unknown),84318
Nebraska,NE,2023,Import,Other (including unknown),75726
Maryland,MD,2023,Import,Other (including unknown),3299
Oklahoma,OK,2018,Import,Other (including unknown),270
Alaska,AK,2022,Import,Rail,35045323
Tennessee,TN,2017,Import,Other (including unknown),154313
Georgia,GA,2021,Import,Imports into Foreign Trade Zones,31541531
Iowa,IA,2022,Export,Mail,7460
Kentucky,KY,2019,Import,Other (including unknown),83097
Alabama,AL,2016,Export,Mail,14165
Pennsylvania,PA,2022,Import,Imports into Foreign Trade Zones,33088938
California,CA,2020,Export,Mail,3167
Maine,ME,2023,Import,Other (including unknown),26238
State Unknown,DU,2016,Import,Other (including unknown),2402314549
North Dakota,ND,2023,Import,Imports into Foreign Trade Zones,392407
California,CA,2024,Import,Pipeline,1694054
West Virginia,WV,2017,Import,Vessel,12767
Texas,TX,2019,Import,Pipeline,113788731
California,CA,2022,Export,Pipeline,178547720
State Unknown,DU,2021,Export,Other (including unknown),7869901290
New York,NY,2017,Export,Pipeline,40891231
Alabama,AL,2017,Import,Imports into Foreign Trade Zones,4912
North Carolina,NC,2022,Export,Mail,87593
Idaho,"ID",2021,Import,Rail,2783350
Arizona,AZ,2018,Import,Pipeline,10816069
Connecticut,CT,2019,Import,Other (including unknown),5762
Rhode Island,RI,2023,Export,Rail,204115
North Carolina,NC,2020,Import,Other (including unknown),5629
Wisconsin,WI,2022,Export,Mail,15068
Oklahoma,OK,2020,Import,Other (including unknown),8035
Michigan,MI,2019,Export,Mail,15489
Wyoming,WY,2024,Import,Vessel,226960
Georgia,GA,2015,Import,Imports into Foreign Trade Zones,5645
Illinois,IL,2015,Import,Other (including unknown),189042
Nebraska,NE,2016,Export,Pipeline,2582218
New Mexico,NM,2023,Import,Other (including unknown),55076002
Wyoming,WY,2019,Export,Vessel,17158370
North Dakota,ND,2022,Import,Other (including unknown),21115
Kentucky,KY,2019,Import,Imports into Foreign Trade Zones,33374258
Colorado,CO,2016,Import,Other (including unknown),6068
South Dakota,SD,2024,Import,Rail,274731
Vermont,VT,2019,Import,Rail,11040
New Mexico,NM,2016,Export,Pipeline,3174638
Iowa,IA,2021,Import,Other (including unknown),19625
South Carolina,SC,2021,Export,Mail,5600
Montana,MT,2018,Import,Rail,249791
Oregon,OR,2015,Export,Mail,6900
North Dakota,ND,2024,Import,Rail,1505516
Arizona,AZ,2022,Export,Mail,2648
Louisiana,LA,2019,Import,Imports into Foreign Trade Zones,714235398
Hawaii,HI,2021,Export,Vessel,450000
Alabama,AL,2020,Export,Mail,5560
Vermont,VT,2023,Import,Vessel,1023896
Arizona,AZ,2016,Import,Pipeline,5572377
Colorado,CO,2015,Import,Pipeline,163313
Vermont,VT,2021,Import,Rail,87524
Montana,MT,2024,Import,Other (including unknown),2100000
Illinois,IL,2023,Export,Mail,2577
Missouri,MO,2021,Import,Other (including unknown),17710
Rhode Island,RI,2023,Import,Other (including unknown),7791
California,CA,2022,Import,Mail,21279
Louisiana,LA,2022,Import,Other (including unknown),21115
Minnesota,MN,2018,Import,Other (including unknown),49309
Arkansas,AR,2020,Import,Other (including unknown),3238
Pennsylvania,PA,2019,Export,Mail,3242
Alaska,AK,2024,Import,Rail,15068639
Montana,MT,2021,Import,Imports into Foreign Trade Zones,25382456
Michigan,MI,2020,Import,Imports into Foreign Trade Zones,2691466
Colorado,CO,2017,Export,Pipeline,9230092
West Virginia,WV,2015,Import,Rail,172639975
Texas,TX,2023,Import,Pipeline,60182485
North Carolina,NC,2016,Export,Mail,4676
Hawaii,HI,2023,Import,Rail,4200
New Mexico,NM,2022,Import,Other (including unknown),26992291
State Unknown,DU,2022,Import,Rail,29873
Louisiana,LA,2017,Import,Imports into Foreign Trade Zones,119251311
Texas,TX,2017,Import,Pipeline,146066277
Iowa,IA,2022,Import,Imports into Foreign Trade Zones,3096
South Carolina,SC,2018,Export,Mail,32124
Ohio,OH,2018,Export,Mail,20421
Missouri,MO,2019,Import,Imports into Foreign Trade Zones,4170
Montana,MT,2018,Import,Imports into Foreign Trade Zones,40105422
Vermont,VT,2018,Import,Vessel,319444
State Unknown,DU,2020,Import,Rail,280216
Minnesota,MN,2024,Import,Other (including unknown),88250
Washington,WA,2018,Import,Other (including unknown),44289
Virginia,VA,2019,Import,Other (including unknown),3390
State Unknown,DU,2023,Import,Rail,2389449
North Dakota,ND,2022,Import,Imports into Foreign Trade Zones,7076
South Carolina,SC,2020,Export,Mail,5000
New Mexico,NM,2017,Export,Vessel,560940
North Dakota,ND,2019,Import,Vessel,1340936
